YEAR,MO,DY,HR,ALLSKY_SFC_UVB,ALLSKY_SFC_LW_DWN,PRECTOTCORR,PS
2025,4,22,10,1.45,416.25,1.98,84.55
2025,4,22,11,1.75,418.12,1.15,84.49
2025,4,22,12,1.75,406.1,0.82,84.4
2025,4,22,13,1.38,400.52,1.0,84.33
2025,4,22,14,0.96,398.85,1.43,84.28
2025,4,22,15,0.44,408.92,2.04,84.25
2025,4,22,16,0.15,407.77,2.94,84.25
2025,4,22,17,0.01,404.42,3.5,84.27
2025,4,22,18,0.0,389.52,3.85,84.33
2025,4,22,19,0.0,375.5,4.2,84.39
2025,4,22,20,0.0,382.5,4.59,84.45
2025,4,22,21,0.0,383.35,5.81,84.49
2025,4,22,22,0.0,381.95,7.76,84.51
2025,4,22,23,0.0,382.5,9.51,84.5
2025,4,23,0,0.0,381.62,10.5,84.46
2025,4,23,1,0.0,372.3,11.39,84.4
2025,4,23,2,0.0,372.88,12.54,84.36
2025,4,23,3,0.0,378.08,14.43,84.37
2025,4,23,4,0.0,380.95,16.08,84.45
2025,4,23,5,0.0,376.33,16.85,84.52
2025,4,23,6,0.02,377.12,15.74,84.57
2025,4,23,7,0.21,370.98,13.22,84.64
2025,4,23,8,0.65,388.35,10.33,84.7
2025,4,23,9,1.12,400.15,8.4,84.71
2025,4,23,10,1.51,405.35,6.31,84.67
2025,4,23,11,1.91,409.05,5.06,84.6
2025,4,23,12,1.71,414.3,4.27,84.51
2025,4,23,13,1.45,390.33,4.13,84.42
2025,4,23,14,0.91,411.4,4.74,84.35
2025,4,23,15,0.5,409.65,6.16,84.31
2025,4,23,16,0.15,408.3,8.0,84.31
2025,4,23,17,0.01,416.4,9.54,84.34
2025,4,23,18,0.0,396.9,9.79,84.4
2025,4,23,19,0.0,381.5,8.89,84.47
2025,4,23,20,0.0,397.15,8.57,84.53
2025,4,23,21,0.0,398.08,10.1,84.56
2025,4,23,22,0.0,394.12,12.56,84.56
2025,4,23,23,0.0,394.35,14.92,84.51
2025,4,24,0,0.0,394.85,16.02,84.45
2025,4,24,1,0.0,379.92,15.82,84.37
2025,4,24,2,0.0,382.12,14.0,84.35
2025,4,24,3,0.0,377.92,12.45,84.44
2025,4,24,4,0.0,376.6,11.05,84.52
2025,4,24,5,0.0,374.73,8.99,84.57
2025,4,24,6,0.01,389.4,6.49,84.62
2025,4,24,7,0.1,380.33,8.64,84.69
2025,4,24,8,0.32,394.9,5.05,84.74
2025,4,24,9,0.84,407.85,2.24,84.74
2025,4,24,10,1.41,407.58,0.7,84.7
2025,4,24,11,1.8,410.0,0.35,84.61
2025,4,24,12,1.69,408.98,0.72,84.49
2025,4,24,13,1.51,405.92,1.59,84.39
2025,4,24,14,1.06,412.77,2.75,84.33
2025,4,24,15,0.52,396.73,4.26,84.31
2025,4,24,16,0.15,396.2,5.85,84.32
2025,4,24,17,0.01,389.0,7.38,84.36
2025,4,24,18,0.0,380.98,9.54,84.41
2025,4,24,19,0.0,371.75,13.33,84.48
2025,4,24,20,0.0,390.05,19.18,84.54
2025,4,24,21,0.0,388.77,24.64,84.59
2025,4,24,22,0.0,386.88,26.22,84.61
2025,4,24,23,0.0,382.9,21.42,84.56
2025,4,25,0,0.0,376.95,13.45,84.46
2025,4,25,1,0.0,363.17,7.86,84.35
2025,4,25,2,0.0,379.73,4.91,84.3
2025,4,25,3,0.0,380.23,3.16,84.34
2025,4,25,4,0.0,376.98,2.61,84.43
2025,4,25,5,0.0,368.38,3.0,84.47
2025,4,25,6,0.02,377.83,3.76,84.48
2025,4,25,7,0.21,375.77,26.68,84.51
2025,4,25,8,0.64,386.33,21.2,84.56
2025,4,25,9,1.13,395.27,14.01,84.58
2025,4,25,10,1.54,403.33,9.1,84.55
2025,4,25,11,1.64,403.55,8.8,84.49
2025,4,25,12,1.71,394.77,11.04,84.4
2025,4,25,13,1.33,398.98,12.71,84.33
2025,4,25,14,0.92,398.17,14.25,84.28
2025,4,25,15,0.51,394.12,15.57,84.27
2025,4,25,16,0.15,392.92,17.84,84.28
2025,4,25,17,0.01,388.33,23.66,84.32
2025,4,25,18,0.0,380.6,30.36,84.4
2025,4,25,19,0.0,376.25,35.97,84.47
2025,4,25,20,0.0,389.27,39.0,84.53
2025,4,25,21,0.0,385.02,39.95,84.54
2025,4,25,22,0.0,382.7,50.39,84.5
2025,4,25,23,0.0,381.17,64.83,84.44
2025,4,26,0,0.0,376.3,68.9,84.37
2025,4,26,1,0.0,363.62,67.63,84.38
2025,4,26,2,0.0,381.25,68.06,84.43
2025,4,26,3,0.0,380.08,68.29,84.47
2025,4,26,4,0.0,376.0,62.13,84.5
2025,4,26,5,0.0,375.92,52.18,84.53
2025,4,26,6,0.01,384.67,42.01,84.56
2025,4,26,7,0.15,381.08,11.17,84.61
2025,4,26,8,0.47,399.65,8.39,84.68
2025,4,26,9,1.04,403.88,6.74,84.71
2025,4,26,10,1.36,420.75,5.49,84.71
2025,4,26,11,1.62,419.9,4.56,84.65
2025,4,26,12,1.55,425.95,4.37,84.55
2025,4,26,13,1.37,407.3,4.11,84.43
2025,4,26,14,0.86,426.75,4.03,84.35
2025,4,26,15,0.49,418.6,4.17,84.32
2025,4,26,16,0.14,420.3,4.57,84.32
2025,4,26,17,0.01,411.62,4.8,84.36
2025,4,26,18,0.0,399.38,6.02,84.43
2025,4,26,19,0.0,383.3,8.74,84.5
2025,4,26,20,0.0,396.02,12.62,84.55
2025,4,26,21,0.0,390.27,17.2,84.59
2025,4,26,22,0.0,384.5,22.57,84.61
2025,4,26,23,0.0,381.67,26.4,84.58
2025,4,27,0,0.0,371.0,27.07,84.54
2025,4,27,1,0.0,366.48,24.46,84.5
2025,4,27,2,0.0,383.85,19.13,84.47
2025,4,27,3,0.0,375.88,11.63,84.48
2025,4,27,4,0.0,375.05,7.03,84.51
2025,4,27,5,0.0,376.85,5.09,84.55
2025,4,27,6,0.02,371.8,5.65,84.6
2025,4,27,7,0.21,370.48,7.09,84.67
2025,4,27,8,0.63,380.58,5.39,84.71
2025,4,27,9,1.11,398.77,3.47,84.71
2025,4,27,10,1.54,399.77,2.38,84.65
2025,4,27,11,1.9,401.58,2.58,84.58
2025,4,27,12,1.71,402.58,3.3,84.48
2025,4,27,13,1.44,395.02,4.34,84.4
2025,4,27,14,1.06,399.7,5.92,84.34
2025,4,27,15,0.55,398.5,7.72,84.31
2025,4,27,16,0.16,403.4,9.84,84.31
2025,4,27,17,0.01,400.73,12.85,84.36
2025,4,27,18,0.0,389.42,18.45,84.44
2025,4,27,19,0.0,394.83,25.51,84.51
2025,4,27,20,0.0,384.73,33.91,84.56
2025,4,27,21,0.0,384.52,45.48,84.6
2025,4,27,22,0.0,384.85,56.42,84.61
2025,4,27,23,0.0,377.52,55.95,84.6
2025,4,28,0,0.0,376.8,44.25,84.58
2025,4,28,1,0.0,363.92,27.55,84.54
2025,4,28,2,0.0,369.9,14.52,84.5
2025,4,28,3,0.0,375.8,7.94,84.49
2025,4,28,4,0.0,373.98,6.26,84.53
2025,4,28,5,0.0,371.98,7.38,84.59
2025,4,28,6,0.01,385.23,8.98,84.65
2025,4,28,7,0.17,379.88,8.45,84.71
2025,4,28,8,0.53,394.52,6.77,84.74
2025,4,28,9,0.91,405.02,3.76,84.73
2025,4,28,10,1.47,413.75,1.37,84.69
2025,4,28,11,1.84,415.7,0.58,84.63
2025,4,28,12,1.92,417.9,0.57,84.54
2025,4,28,13,1.44,400.42,0.63,84.45
2025,4,28,14,1.0,404.7,0.49,84.4
2025,4,28,15,0.51,399.45,0.21,84.38
2025,4,28,16,0.15,400.05,0.14,84.38
2025,4,28,17,0.01,396.48,0.17,84.43
2025,4,28,18,0.0,390.05,0.19,84.49
2025,4,28,19,0.0,369.67,0.21,84.56
2025,4,28,20,0.0,377.38,0.35,84.61
2025,4,28,21,0.0,373.38,0.5,84.65
2025,4,28,22,0.0,371.52,0.54,84.66
2025,4,28,23,0.0,371.02,0.5,84.64
2025,4,29,0,0.0,372.92,0.55,84.6
2025,4,29,1,0.0,360.02,0.5,84.55
2025,4,29,2,0.0,367.85,0.59,84.51
2025,4,29,3,0.0,363.88,0.65,84.51
2025,4,29,4,0.0,366.4,0.58,84.54
2025,4,29,5,0.0,371.58,0.57,84.57
2025,4,29,6,0.02,365.38,0.66,84.6
2025,4,29,7,0.23,364.58,1.23,84.63
2025,4,29,8,0.69,382.08,1.71,84.66
2025,4,29,9,1.18,397.02,2.6,84.65
2025,4,29,10,1.51,407.48,4.13,84.61
2025,4,29,11,1.68,415.15,6.06,84.53
2025,4,29,12,1.68,421.15,8.3,84.43
2025,4,29,13,1.58,412.27,10.25,84.35
2025,4,29,14,0.93,423.2,11.69,84.3
2025,4,29,15,0.46,428.92,12.18,84.29
2025,4,29,16,0.16,420.48,13.29,84.31
2025,4,29,17,0.01,413.95,15.84,84.36
2025,4,29,18,0.0,397.5,22.13,84.42
2025,4,29,19,0.0,385.6,29.07,84.46
2025,4,29,20,0.0,397.95,25.11,84.48
2025,4,29,21,0.0,390.2,22.26,84.49
2025,4,29,22,0.0,388.33,26.59,84.5
2025,4,29,23,0.0,387.8,29.26,84.5
2025,4,30,0,-999.0,-999.0,30.9,84.48
2025,4,30,1,-999.0,-999.0,26.93,84.44
2025,4,30,2,-999.0,-999.0,24.16,84.42
2025,4,30,3,-999.0,-999.0,21.23,84.43
2025,4,30,4,-999.0,-999.0,17.0,84.45
2025,4,30,5,-999.0,-999.0,12.6,84.47
2025,4,30,6,-999.0,-999.0,10.71,84.51
2025,4,30,7,-999.0,-999.0,0.96,84.56
2025,4,30,8,-999.0,-999.0,0.86,84.57
2025,4,30,9,-999.0,-999.0,0.76,84.55
2025,4,30,10,-999.0,-999.0,0.69,84.51
2025,4,30,11,-999.0,-999.0,0.69,84.48
2025,4,30,12,-999.0,-999.0,0.67,84.43
2025,4,30,13,-999.0,-999.0,0.6,84.36
2025,4,30,14,-999.0,-999.0,0.47,84.3
2025,4,30,15,-999.0,-999.0,0.47,84.29
2025,4,30,16,-999.0,-999.0,0.78,84.3
2025,4,30,17,-999.0,-999.0,1.27,84.34
2025,4,30,18,-999.0,-999.0,1.51,84.39
2025,4,30,19,-999.0,-999.0,1.48,84.44
2025,4,30,20,-999.0,-999.0,1.49,84.49
2025,4,30,21,-999.0,-999.0,1.57,84.53
2025,4,30,22,-999.0,-999.0,2.1,84.55
2025,4,30,23,-999.0,-999.0,3.83,84.54
2025,5,1,0,-999.0,-999.0,4.4,84.52
2025,5,1,1,-999.0,-999.0,4.75,84.49
2025,5,1,2,-999.0,-999.0,4.52,84.48
2025,5,1,3,-999.0,-999.0,3.67,84.49
2025,5,1,4,-999.0,-999.0,2.67,84.52
2025,5,1,5,-999.0,-999.0,1.95,84.54
2025,5,1,6,-999.0,-999.0,1.33,84.58
2025,5,1,7,-999.0,-999.0,10.01,84.64
2025,5,1,8,-999.0,-999.0,7.03,84.67
2025,5,1,9,-999.0,-999.0,6.22,84.65
2025,5,1,10,-999.0,-999.0,6.67,84.61
2025,5,1,11,-999.0,-999.0,8.93,84.55
2025,5,1,12,-999.0,-999.0,10.35,84.46
2025,5,1,13,-999.0,-999.0,10.2,84.38
2025,5,1,14,-999.0,-999.0,8.75,84.34
2025,5,1,15,-999.0,-999.0,7.89,84.32
2025,5,1,16,-999.0,-999.0,7.24,84.32
2025,5,1,17,-999.0,-999.0,6.93,84.36
2025,5,1,18,-999.0,-999.0,6.9,84.42
2025,5,1,19,-999.0,-999.0,6.2,84.49
2025,5,1,20,-999.0,-999.0,6.26,84.56
2025,5,1,21,-999.0,-999.0,6.27,84.6
2025,5,1,22,-999.0,-999.0,6.53,84.61
2025,5,1,23,-999.0,-999.0,5.86,84.59
2025,5,2,0,-999.0,-999.0,4.74,84.55
2025,5,2,1,-999.0,-999.0,4.05,84.5
2025,5,2,2,-999.0,-999.0,3.68,84.47
2025,5,2,3,-999.0,-999.0,3.79,84.45
2025,5,2,4,-999.0,-999.0,3.88,84.46
2025,5,2,5,-999.0,-999.0,3.84,84.48
2025,5,2,6,-999.0,-999.0,3.79,84.53
2025,5,2,7,-999.0,-999.0,2.2,84.59
2025,5,2,8,-999.0,-999.0,2.59,84.65
2025,5,2,9,-999.0,-999.0,2.75,84.67
2025,5,2,10,-999.0,-999.0,2.96,84.65
2025,5,2,11,-999.0,-999.0,4.18,84.6
2025,5,2,12,-999.0,-999.0,5.99,84.53
2025,5,2,13,-999.0,-999.0,8.85,84.46
2025,5,2,14,-999.0,-999.0,12.23,84.4
2025,5,2,15,-999.0,-999.0,15.81,84.39
2025,5,2,16,-999.0,-999.0,19.74,84.4
2025,5,2,17,-999.0,-999.0,23.49,84.44
2025,5,2,18,-999.0,-999.0,27.19,84.5
2025,5,2,19,-999.0,-999.0,31.99,84.56
2025,5,2,20,-999.0,-999.0,40.24,84.63
2025,5,2,21,-999.0,-999.0,46.33,84.69
2025,5,2,22,-999.0,-999.0,44.39,84.73
2025,5,2,23,-999.0,-999.0,34.84,84.7
2025,5,3,0,-999.0,-999.0,23.29,84.63
2025,5,3,1,-999.0,-999.0,15.18,84.56
2025,5,3,2,-999.0,-999.0,10.04,84.52
2025,5,3,3,-999.0,-999.0,7.14,84.53
2025,5,3,4,-999.0,-999.0,5.34,84.58
2025,5,3,5,-999.0,-999.0,4.64,84.62
2025,5,3,6,-999.0,-999.0,4.77,84.66
2025,5,3,7,-999.0,-999.0,1.54,84.7
2025,5,3,8,-999.0,-999.0,1.24,84.74
2025,5,3,9,-999.0,-999.0,0.83,84.75
2025,5,3,10,-999.0,-999.0,0.55,84.73
2025,5,3,11,-999.0,-999.0,0.49,84.68
2025,5,3,12,-999.0,-999.0,0.67,84.61
2025,5,3,13,-999.0,-999.0,1.03,84.54
2025,5,3,14,-999.0,-999.0,1.25,84.49
2025,5,3,15,-999.0,-999.0,1.39,84.46
2025,5,3,16,-999.0,-999.0,1.4,84.47
2025,5,3,17,-999.0,-999.0,1.43,84.51
2025,5,3,18,-999.0,-999.0,1.58,84.58
2025,5,3,19,-999.0,-999.0,1.93,84.63
2025,5,3,20,-999.0,-999.0,2.36,84.67
2025,5,3,21,-999.0,-999.0,2.72,84.69
2025,5,3,22,-999.0,-999.0,2.69,84.69
2025,5,3,23,-999.0,-999.0,2.51,84.66
2025,5,4,0,-999.0,-999.0,2.46,84.6
2025,5,4,1,-999.0,-999.0,2.92,84.55
2025,5,4,2,-999.0,-999.0,3.99,84.53
2025,5,4,3,-999.0,-999.0,4.43,84.55
2025,5,4,4,-999.0,-999.0,3.89,84.58
2025,5,4,5,-999.0,-999.0,3.0,84.63
2025,5,4,6,-999.0,-999.0,2.03,84.67
2025,5,4,7,-999.0,-999.0,11.13,84.71
2025,5,4,8,-999.0,-999.0,8.06,84.74
2025,5,4,9,-999.0,-999.0,4.82,84.74
2025,5,4,10,-999.0,-999.0,4.72,84.71
2025,5,4,11,-999.0,-999.0,5.87,84.64
2025,5,4,12,-999.0,-999.0,7.8,84.55
2025,5,4,13,-999.0,-999.0,10.15,84.45
2025,5,4,14,-999.0,-999.0,13.23,84.38
2025,5,4,15,-999.0,-999.0,15.81,84.35
2025,5,4,16,-999.0,-999.0,19.71,84.35
2025,5,4,17,-999.0,-999.0,22.84,84.39
2025,5,4,18,-999.0,-999.0,24.77,84.46
2025,5,4,19,-999.0,-999.0,26.33,84.52
2025,5,4,20,-999.0,-999.0,30.59,84.58
2025,5,4,21,-999.0,-999.0,44.99,84.63
2025,5,4,22,-999.0,-999.0,67.9,84.66
2025,5,4,23,-999.0,-999.0,82.54,84.64
2025,5,5,0,-999.0,-999.0,88.17,84.58
2025,5,5,1,-999.0,-999.0,88.78,84.52
2025,5,5,2,-999.0,-999.0,72.06,84.51
2025,5,5,3,-999.0,-999.0,50.22,84.53
2025,5,5,4,-999.0,-999.0,40.7,84.55
2025,5,5,5,-999.0,-999.0,36.03,84.55
2025,5,5,6,-999.0,-999.0,32.59,84.57
2025,5,5,7,-999.0,-999.0,3.42,84.64
2025,5,5,8,-999.0,-999.0,3.09,84.72
2025,5,5,9,-999.0,-999.0,2.47,84.74
2025,5,5,10,-999.0,-999.0,1.5,84.73
2025,5,5,11,-999.0,-999.0,0.76,84.68
2025,5,5,12,-999.0,-999.0,0.54,84.59
2025,5,5,13,-999.0,-999.0,0.61,84.49
2025,5,5,14,-999.0,-999.0,0.77,84.43
2025,5,5,15,-999.0,-999.0,0.93,84.4
2025,5,5,16,-999.0,-999.0,0.99,84.4
2025,5,5,17,-999.0,-999.0,1.17,84.44
2025,5,5,18,-999.0,-999.0,1.49,84.49
2025,5,5,19,-999.0,-999.0,1.76,84.54
2025,5,5,20,-999.0,-999.0,2.51,84.59
2025,5,5,21,-999.0,-999.0,4.95,84.63
2025,5,5,22,-999.0,-999.0,8.49,84.66
2025,5,5,23,-999.0,-999.0,10.6,84.66
2025,5,6,0,-999.0,-999.0,10.96,84.62
2025,5,6,1,-999.0,-999.0,9.91,84.56
2025,5,6,2,-999.0,-999.0,7.56,84.52
2025,5,6,3,-999.0,-999.0,5.2,84.51
2025,5,6,4,-999.0,-999.0,3.63,84.54
2025,5,6,5,-999.0,-999.0,2.94,84.58
2025,5,6,6,-999.0,-999.0,2.63,84.63
2025,5,6,7,-999.0,-999.0,6.08,84.69
2025,5,6,8,-999.0,-999.0,4.48,84.73
2025,5,6,9,-999.0,-999.0,3.62,84.74
2025,5,6,10,-999.0,-999.0,3.16,84.71
2025,5,6,11,-999.0,-999.0,4.25,84.64
2025,5,6,12,-999.0,-999.0,6.41,84.55
2025,5,6,13,-999.0,-999.0,8.4,84.47
2025,5,6,14,-999.0,-999.0,9.87,84.43
2025,5,6,15,-999.0,-999.0,11.97,84.41
2025,5,6,16,-999.0,-999.0,15.12,84.42
2025,5,6,17,-999.0,-999.0,18.59,84.46
2025,5,6,18,-999.0,-999.0,20.96,84.53
2025,5,6,19,-999.0,-999.0,23.03,84.59
2025,5,6,20,-999.0,-999.0,24.38,84.65
2025,5,6,21,-999.0,-999.0,24.36,84.68
2025,5,6,22,-999.0,-999.0,23.97,84.69
2025,5,6,23,-999.0,-999.0,25.35,84.66
2025,5,7,0,-999.0,-999.0,28.67,84.59
2025,5,7,1,-999.0,-999.0,27.87,84.53
2025,5,7,2,-999.0,-999.0,23.27,84.5
2025,5,7,3,-999.0,-999.0,20.72,84.5
2025,5,7,4,-999.0,-999.0,19.69,84.53
2025,5,7,5,-999.0,-999.0,18.65,84.57
2025,5,7,6,-999.0,-999.0,15.8,84.62
2025,5,7,7,-999.0,-999.0,3.53,84.69
2025,5,7,8,-999.0,-999.0,2.67,84.76
2025,5,7,9,-999.0,-999.0,1.96,84.78
2025,5,7,10,-999.0,-999.0,1.51,84.75
2025,5,7,11,-999.0,-999.0,1.22,84.69
2025,5,7,12,-999.0,-999.0,1.23,84.62
2025,5,7,13,-999.0,-999.0,1.52,84.54
2025,5,7,14,-999.0,-999.0,1.78,84.47
2025,5,7,15,-999.0,-999.0,1.95,84.44
2025,5,7,16,-999.0,-999.0,1.97,84.44
2025,5,7,17,-999.0,-999.0,1.71,84.47
2025,5,7,18,-999.0,-999.0,1.47,84.53
2025,5,7,19,-999.0,-999.0,1.5,84.59
2025,5,7,20,-999.0,-999.0,1.89,84.64
2025,5,7,21,-999.0,-999.0,2.59,84.68
2025,5,7,22,-999.0,-999.0,2.77,84.69
2025,5,7,23,-999.0,-999.0,3.58,84.67
2025,5,8,0,-999.0,-999.0,5.1,84.61
2025,5,8,1,-999.0,-999.0,5.99,84.55
2025,5,8,2,-999.0,-999.0,5.61,84.52
2025,5,8,3,-999.0,-999.0,4.46,84.53
2025,5,8,4,-999.0,-999.0,3.37,84.59
2025,5,8,5,-999.0,-999.0,2.75,84.65
2025,5,8,6,-999.0,-999.0,2.82,84.72
2025,5,8,7,-999.0,-999.0,6.57,84.79
2025,5,8,8,-999.0,-999.0,6.64,84.84
2025,5,8,9,-999.0,-999.0,5.15,84.84
2025,5,8,10,-999.0,-999.0,3.13,84.79
2025,5,8,11,-999.0,-999.0,2.34,84.71
2025,5,8,12,-999.0,-999.0,2.51,84.59
2025,5,8,13,-999.0,-999.0,3.33,84.48
2025,5,8,14,-999.0,-999.0,4.05,84.4
2025,5,8,15,-999.0,-999.0,5.34,84.38
2025,5,8,16,-999.0,-999.0,8.38,84.38
2025,5,8,17,-999.0,-999.0,12.79,84.41
2025,5,8,18,-999.0,-999.0,19.36,84.46
2025,5,8,19,-999.0,-999.0,29.92,84.52
2025,5,8,20,-999.0,-999.0,44.08,84.57
2025,5,8,21,-999.0,-999.0,59.57,84.61
2025,5,8,22,-999.0,-999.0,69.38,84.63
2025,5,8,23,-999.0,-999.0,64.95,84.6
2025,5,9,0,-999.0,-999.0,48.68,84.54
2025,5,9,1,-999.0,-999.0,28.47,84.49
2025,5,9,2,-999.0,-999.0,13.62,84.47
2025,5,9,3,-999.0,-999.0,6.36,84.49
2025,5,9,4,-999.0,-999.0,4.15,84.53
2025,5,9,5,-999.0,-999.0,4.9,84.59
2025,5,9,6,-999.0,-999.0,4.92,84.65
2025,5,9,7,-999.0,-999.0,9.68,84.69
2025,5,9,8,-999.0,-999.0,7.64,84.71
2025,5,9,9,-999.0,-999.0,6.38,84.7
2025,5,9,10,-999.0,-999.0,5.92,84.66
2025,5,9,11,-999.0,-999.0,6.6,84.61
2025,5,9,12,-999.0,-999.0,8.45,84.54
2025,5,9,13,-999.0,-999.0,10.52,84.47
2025,5,9,14,-999.0,-999.0,11.54,84.41
2025,5,9,15,-999.0,-999.0,10.53,84.39
2025,5,9,16,-999.0,-999.0,9.09,84.4
2025,5,9,17,-999.0,-999.0,7.91,84.44
2025,5,9,18,-999.0,-999.0,6.81,84.5
2025,5,9,19,-999.0,-999.0,4.43,84.58
2025,5,9,20,-999.0,-999.0,3.29,84.65
2025,5,9,21,-999.0,-999.0,2.61,84.67
2025,5,9,22,-999.0,-999.0,1.88,84.66
2025,5,9,23,-999.0,-999.0,1.69,84.62
2025,5,10,0,-999.0,-999.0,1.62,84.58
2025,5,10,1,-999.0,-999.0,1.5,84.54
2025,5,10,2,-999.0,-999.0,1.52,84.51
2025,5,10,3,-999.0,-999.0,1.81,84.52
2025,5,10,4,-999.0,-999.0,2.6,84.55
2025,5,10,5,-999.0,-999.0,3.8,84.6
2025,5,10,6,-999.0,-999.0,5.34,84.64
2025,5,10,7,-999.0,-999.0,0.13,84.68
2025,5,10,8,-999.0,-999.0,0.16,84.69
2025,5,10,9,-999.0,-999.0,0.14,84.67
2025,5,10,10,-999.0,-999.0,0.09,84.64
2025,5,10,11,-999.0,-999.0,0.04,84.58
2025,5,10,12,-999.0,-999.0,0.02,84.49
2025,5,10,13,-999.0,-999.0,0.01,84.41
2025,5,10,14,-999.0,-999.0,0.0,84.37
2025,5,10,15,-999.0,-999.0,0.0,84.36
2025,5,10,16,-999.0,-999.0,0.0,84.38
2025,5,10,17,-999.0,-999.0,0.0,84.43
2025,5,10,18,-999.0,-999.0,0.0,84.51
2025,5,10,19,-999.0,-999.0,0.0,84.58
2025,5,10,20,-999.0,-999.0,0.01,84.66
2025,5,10,21,-999.0,-999.0,0.01,84.71
2025,5,10,22,-999.0,-999.0,0.01,84.73
2025,5,10,23,-999.0,-999.0,0.01,84.7
2025,5,11,0,-999.0,-999.0,0.02,84.65
2025,5,11,1,-999.0,-999.0,0.02,84.6
2025,5,11,2,-999.0,-999.0,0.03,84.56
2025,5,11,3,-999.0,-999.0,0.05,84.56
2025,5,11,4,-999.0,-999.0,0.06,84.59
2025,5,11,5,-999.0,-999.0,0.07,84.64
2025,5,11,6,-999.0,-999.0,0.08,84.7
2025,5,11,7,-999.0,-999.0,1.31,84.76
2025,5,11,8,-999.0,-999.0,1.44,84.81
2025,5,11,9,-999.0,-999.0,1.63,84.82
2025,5,11,10,-999.0,-999.0,1.74,84.79
2025,5,11,11,-999.0,-999.0,2.15,84.72
2025,5,11,12,-999.0,-999.0,2.73,84.62
2025,5,11,13,-999.0,-999.0,3.32,84.54
2025,5,11,14,-999.0,-999.0,3.78,84.49
2025,5,11,15,-999.0,-999.0,4.28,84.46
2025,5,11,16,-999.0,-999.0,3.89,84.47
2025,5,11,17,-999.0,-999.0,3.14,84.52
2025,5,11,18,-999.0,-999.0,2.59,84.58
2025,5,11,19,-999.0,-999.0,2.19,84.65
2025,5,11,20,-999.0,-999.0,1.63,84.72
2025,5,11,21,-999.0,-999.0,1.16,84.76
2025,5,11,22,-999.0,-999.0,1.07,84.77
2025,5,11,23,-999.0,-999.0,0.96,84.73
2025,5,12,0,-999.0,-999.0,1.01,84.66
2025,5,12,1,-999.0,-999.0,1.18,84.59
2025,5,12,2,-999.0,-999.0,1.72,84.55
2025,5,12,3,-999.0,-999.0,3.15,84.56
2025,5,12,4,-999.0,-999.0,5.93,84.6
2025,5,12,5,-999.0,-999.0,9.12,84.65
2025,5,12,6,-999.0,-999.0,10.43,84.7
2025,5,12,7,-999.0,-999.0,0.05,84.76
2025,5,12,8,-999.0,-999.0,0.05,84.79
2025,5,12,9,-999.0,-999.0,0.06,84.78
2025,5,12,10,-999.0,-999.0,0.06,84.73
2025,5,12,11,-999.0,-999.0,0.07,84.67
2025,5,12,12,-999.0,-999.0,0.08,84.58
2025,5,12,13,-999.0,-999.0,0.1,84.49
2025,5,12,14,-999.0,-999.0,0.11,84.42
2025,5,12,15,-999.0,-999.0,0.13,84.38
2025,5,12,16,-999.0,-999.0,0.15,84.4
2025,5,12,17,-999.0,-999.0,0.15,84.45
2025,5,12,18,-999.0,-999.0,0.14,84.52
2025,5,12,19,-999.0,-999.0,0.14,84.59
2025,5,12,20,-999.0,-999.0,0.12,84.65
2025,5,12,21,-999.0,-999.0,0.1,84.68
2025,5,12,22,-999.0,-999.0,0.08,84.69
2025,5,12,23,-999.0,-999.0,0.05,84.66
2025,5,13,0,-999.0,-999.0,0.06,84.59
2025,5,13,1,-999.0,-999.0,0.09,84.51
2025,5,13,2,-999.0,-999.0,0.09,84.48
2025,5,13,3,-999.0,-999.0,0.1,84.49
2025,5,13,4,-999.0,-999.0,0.12,84.53
2025,5,13,5,-999.0,-999.0,0.16,84.57
2025,5,13,6,-999.0,-999.0,0.2,84.61
2025,5,13,7,-999.0,-999.0,3.47,84.66
2025,5,13,8,-999.0,-999.0,2.55,84.7
2025,5,13,9,-999.0,-999.0,3.03,84.67
2025,5,13,10,-999.0,-999.0,5.13,84.66
2025,5,13,11,-999.0,-999.0,4.85,84.64
2025,5,13,12,-999.0,-999.0,3.51,84.57
2025,5,13,13,-999.0,-999.0,2.46,84.49
2025,5,13,14,-999.0,-999.0,1.98,84.44
2025,5,13,15,-999.0,-999.0,2.05,84.43
2025,5,13,16,-999.0,-999.0,1.93,84.44
2025,5,13,17,-999.0,-999.0,1.42,84.47
2025,5,13,18,-999.0,-999.0,0.91,84.51
2025,5,13,19,-999.0,-999.0,0.73,84.56
2025,5,13,20,-999.0,-999.0,0.67,84.61
2025,5,13,21,-999.0,-999.0,0.64,84.63
2025,5,13,22,-999.0,-999.0,0.43,84.62
2025,5,13,23,-999.0,-999.0,0.23,84.58
2025,5,14,0,-999.0,-999.0,0.17,84.5
2025,5,14,1,-999.0,-999.0,0.32,84.45
2025,5,14,2,-999.0,-999.0,0.58,84.43
2025,5,14,3,-999.0,-999.0,0.6,84.44
2025,5,14,4,-999.0,-999.0,0.48,84.48
2025,5,14,5,-999.0,-999.0,0.32,84.51
2025,5,14,6,-999.0,-999.0,0.29,84.54
2025,5,14,7,-999.0,-999.0,0.51,84.58
2025,5,14,8,-999.0,-999.0,0.76,84.6
2025,5,14,9,-999.0,-999.0,1.12,84.6
2025,5,14,10,-999.0,-999.0,1.34,84.57
