YEAR,MO,DY,HR,ALLSKY_SFC_UVB,ALLSKY_SFC_LW_DWN,PRECTOTCORR,PS
2025,2,25,10,1.16,399.75,10.46,84.72
2025,2,25,11,1.6,405.88,9.97,84.64
2025,2,25,12,1.45,397.7,9.7,84.54
2025,2,25,13,1.24,405.48,9.56,84.44
2025,2,25,14,0.86,413.4,8.93,84.38
2025,2,25,15,0.49,410.6,6.94,84.35
2025,2,25,16,0.16,412.73,4.86,84.37
2025,2,25,17,0.02,400.55,3.91,84.42
2025,2,25,18,0.0,390.02,3.09,84.47
2025,2,25,19,0.0,382.15,2.03,84.52
2025,2,25,20,0.0,393.62,1.24,84.55
2025,2,25,21,0.0,395.02,0.73,84.6
2025,2,25,22,0.0,395.58,0.46,84.67
2025,2,25,23,0.0,393.52,0.6,84.66
2025,2,26,0,0.0,392.1,1.6,84.62
2025,2,26,1,0.0,378.27,2.83,84.57
2025,2,26,2,0.0,390.4,2.91,84.53
2025,2,26,3,0.0,390.83,2.78,84.51
2025,2,26,4,0.0,395.27,3.17,84.52
2025,2,26,5,0.0,390.4,3.2,84.58
2025,2,26,6,0.01,396.55,2.23,84.66
2025,2,26,7,0.1,385.48,0.95,84.73
2025,2,26,8,0.47,404.25,0.84,84.81
2025,2,26,9,0.88,415.73,0.97,84.83
2025,2,26,10,1.36,423.98,1.23,84.77
2025,2,26,11,1.49,426.33,1.52,84.66
2025,2,26,12,1.58,431.1,1.8,84.56
2025,2,26,13,1.25,411.05,1.95,84.48
2025,2,26,14,0.97,416.98,2.09,84.42
2025,2,26,15,0.56,410.02,2.35,84.41
2025,2,26,16,0.18,408.23,2.78,84.42
2025,2,26,17,0.02,401.52,3.18,84.47
2025,2,26,18,0.0,396.5,3.6,84.54
2025,2,26,19,0.0,382.67,4.23,84.61
2025,2,26,20,0.0,398.2,4.83,84.66
2025,2,26,21,0.0,393.9,5.2,84.69
2025,2,26,22,0.0,388.35,5.0,84.68
2025,2,26,23,0.0,385.85,4.16,84.63
2025,2,27,0,0.0,378.45,3.37,84.57
2025,2,27,1,0.0,372.88,3.23,84.5
2025,2,27,2,0.0,383.1,4.59,84.46
2025,2,27,3,0.0,382.4,7.58,84.47
2025,2,27,4,0.0,382.05,9.16,84.51
2025,2,27,5,0.0,379.17,8.72,84.55
2025,2,27,6,0.0,394.33,6.57,84.6
2025,2,27,7,0.05,391.6,2.57,84.66
2025,2,27,8,0.24,405.12,1.45,84.72
2025,2,27,9,0.62,413.48,0.68,84.74
2025,2,27,10,0.87,415.83,0.45,84.71
2025,2,27,11,1.13,428.55,0.37,84.63
2025,2,27,12,1.42,427.38,0.31,84.54
2025,2,27,13,1.09,412.45,0.2,84.46
2025,2,27,14,0.89,424.02,0.17,84.4
2025,2,27,15,0.48,413.55,0.19,84.37
2025,2,27,16,0.17,413.0,0.25,84.36
2025,2,27,17,0.01,405.65,0.32,84.38
2025,2,27,18,0.0,397.08,0.59,84.44
2025,2,27,19,0.0,380.8,1.16,84.55
2025,2,27,20,0.0,389.48,2.21,84.64
2025,2,27,21,0.0,384.3,4.14,84.66
2025,2,27,22,0.0,383.6,4.46,84.65
2025,2,27,23,0.0,382.45,2.59,84.61
2025,2,28,0,0.0,367.9,0.99,84.56
2025,2,28,1,0.0,364.77,0.45,84.53
2025,2,28,2,0.0,372.95,0.33,84.5
2025,2,28,3,0.0,370.42,0.4,84.45
2025,2,28,4,0.0,374.25,0.74,84.43
2025,2,28,5,0.0,370.75,1.36,84.49
2025,2,28,6,0.01,369.83,1.61,84.55
2025,2,28,7,0.11,362.48,8.39,84.6
2025,2,28,8,0.49,379.35,4.79,84.66
2025,2,28,9,0.98,397.7,2.02,84.68
2025,2,28,10,1.43,408.15,0.86,84.65
2025,2,28,11,1.88,411.65,0.99,84.56
2025,2,28,12,1.94,412.55,1.56,84.46
2025,2,28,13,1.54,399.55,2.23,84.36
2025,2,28,14,1.14,408.5,2.86,84.29
2025,2,28,15,0.62,405.25,3.37,84.26
2025,2,28,16,0.19,407.58,4.25,84.26
2025,2,28,17,0.02,403.75,6.1,84.3
2025,2,28,18,0.0,398.62,7.32,84.36
2025,2,28,19,0.0,381.15,8.57,84.43
2025,2,28,20,0.0,392.73,9.11,84.5
2025,2,28,21,0.0,390.77,5.87,84.54
2025,2,28,22,0.0,389.48,2.67,84.55
2025,2,28,23,0.0,391.38,1.81,84.52
2025,3,1,0,0.0,390.3,2.07,84.46
2025,3,1,1,0.0,365.52,2.72,84.41
2025,3,1,2,0.0,385.2,3.26,84.37
2025,3,1,3,0.0,384.08,4.55,84.35
2025,3,1,4,0.0,374.92,4.39,84.38
2025,3,1,5,0.0,370.77,5.58,84.45
2025,3,1,6,0.01,377.2,7.86,84.54
2025,3,1,7,0.12,374.7,16.72,84.62
2025,3,1,8,0.43,392.3,7.51,84.66
2025,3,1,9,0.92,397.27,4.67,84.68
2025,3,1,10,1.46,399.1,3.17,84.65
2025,3,1,11,1.75,403.4,3.06,84.58
2025,3,1,12,1.75,405.45,2.39,84.49
2025,3,1,13,1.46,394.65,2.1,84.39
2025,3,1,14,1.02,401.75,2.53,84.32
2025,3,1,15,0.56,399.55,3.74,84.29
2025,3,1,16,0.19,399.88,4.74,84.31
2025,3,1,17,0.02,400.85,5.4,84.35
2025,3,1,18,0.0,394.08,5.51,84.41
2025,3,1,19,0.0,380.62,8.07,84.49
2025,3,1,20,0.0,387.23,14.42,84.55
2025,3,1,21,0.0,384.75,27.94,84.58
2025,3,1,22,0.0,384.83,43.57,84.59
2025,3,1,23,0.0,380.67,51.56,84.55
2025,3,2,0,0.0,376.75,51.52,84.5
2025,3,2,1,0.0,363.12,39.21,84.46
2025,3,2,2,0.0,381.65,27.08,84.44
2025,3,2,3,0.0,374.4,16.7,84.46
2025,3,2,4,0.0,373.38,8.78,84.5
2025,3,2,5,0.0,367.62,5.07,84.57
2025,3,2,6,0.01,374.42,5.68,84.64
2025,3,2,7,0.12,370.6,0.02,84.71
2025,3,2,8,0.52,388.9,0.02,84.76
2025,3,2,9,1.04,396.8,0.01,84.77
2025,3,2,10,1.54,407.88,0.02,84.73
2025,3,2,11,1.64,412.1,0.02,84.64
2025,3,2,12,1.84,410.38,0.02,84.51
2025,3,2,13,1.56,402.98,0.02,84.4
2025,3,2,14,0.98,420.08,0.02,84.33
2025,3,2,15,0.46,414.7,0.02,84.32
2025,3,2,16,0.15,411.0,0.05,84.35
2025,3,2,17,0.01,401.1,0.07,84.39
2025,3,2,18,0.0,386.92,0.09,84.46
2025,3,2,19,0.0,366.9,0.1,84.54
2025,3,2,20,0.0,378.85,0.14,84.62
2025,3,2,21,0.0,380.08,0.24,84.67
2025,3,2,22,0.0,373.33,0.28,84.69
2025,3,2,23,0.0,373.95,0.25,84.66
2025,3,3,0,0.0,373.67,0.18,84.59
2025,3,3,1,0.0,356.83,0.11,84.51
2025,3,3,2,0.0,366.77,0.08,84.47
2025,3,3,3,0.0,368.23,0.07,84.47
2025,3,3,4,0.0,368.27,0.03,84.51
2025,3,3,5,0.0,369.73,0.01,84.56
2025,3,3,6,0.01,376.02,0.02,84.63
2025,3,3,7,0.12,373.73,4.96,84.68
2025,3,3,8,0.44,385.92,5.44,84.72
2025,3,3,9,0.86,409.73,6.43,84.73
2025,3,3,10,1.29,416.33,6.57,84.7
2025,3,3,11,1.3,420.62,6.79,84.63
2025,3,3,12,1.48,420.65,6.17,84.53
2025,3,3,13,1.19,412.65,6.36,84.43
2025,3,3,14,0.53,417.83,6.6,84.37
2025,3,3,15,0.45,422.38,6.55,84.35
2025,3,3,16,0.14,436.5,7.06,84.36
2025,3,3,17,0.01,421.1,7.26,84.41
2025,3,3,18,0.0,388.48,7.03,84.46
2025,3,3,19,0.0,368.48,7.06,84.52
2025,3,3,20,0.0,380.0,7.23,84.57
2025,3,3,21,0.0,380.92,7.57,84.59
2025,3,3,22,0.0,381.2,8.85,84.6
2025,3,3,23,0.0,378.55,10.54,84.57
2025,3,4,0,0.0,379.98,12.71,84.52
2025,3,4,1,0.0,360.52,14.98,84.46
2025,3,4,2,0.0,379.0,17.47,84.42
2025,3,4,3,0.0,377.52,22.23,84.41
2025,3,4,4,0.0,379.08,27.78,84.44
2025,3,4,5,0.0,382.58,34.32,84.5
2025,3,4,6,0.0,397.38,41.77,84.56
2025,3,4,7,0.09,396.42,7.96,84.6
2025,3,4,8,0.3,406.05,9.34,84.64
2025,3,4,9,0.75,411.25,10.09,84.65
2025,3,4,10,1.11,411.75,10.15,84.64
2025,3,4,11,1.23,415.52,9.25,84.59
2025,3,4,12,1.5,416.38,7.59,84.51
2025,3,4,13,1.12,400.35,5.34,84.42
2025,3,4,14,0.79,409.8,3.37,84.35
2025,3,4,15,0.49,414.6,2.33,84.32
2025,3,4,16,0.15,413.0,1.94,84.33
2025,3,4,17,0.01,402.17,1.71,84.35
2025,3,4,18,0.0,384.5,1.5,84.39
2025,3,4,19,0.0,370.08,1.36,84.45
2025,3,4,20,0.0,373.33,1.05,84.5
2025,3,4,21,0.0,376.12,0.65,84.56
2025,3,4,22,0.0,382.5,0.46,84.6
2025,3,4,23,0.0,384.05,0.38,84.58
2025,3,5,0,0.0,369.55,0.35,84.48
2025,3,5,1,0.0,357.75,0.39,84.38
2025,3,5,2,0.0,363.08,0.46,84.36
2025,3,5,3,0.0,372.02,0.57,84.4
2025,3,5,4,0.0,369.33,0.75,84.43
2025,3,5,5,0.0,374.33,1.04,84.5
2025,3,5,6,0.01,396.23,1.53,84.57
2025,3,5,7,0.09,393.1,1.14,84.62
2025,3,5,8,0.38,409.27,1.55,84.63
2025,3,5,9,0.89,414.15,1.89,84.61
2025,3,5,10,1.26,422.0,2.17,84.57
2025,3,5,11,1.38,427.42,2.49,84.51
2025,3,5,12,1.31,428.67,2.66,84.43
2025,3,5,13,0.79,408.48,2.69,84.38
2025,3,5,14,0.62,415.48,2.42,84.34
2025,3,5,15,0.4,405.05,2.31,84.35
2025,3,5,16,0.14,401.48,2.21,84.36
2025,3,5,17,0.01,395.95,1.92,84.35
2025,3,5,18,0.0,390.75,1.62,84.36
2025,3,5,19,0.0,370.73,1.44,84.42
2025,3,5,20,0.0,392.5,1.04,84.53
2025,3,5,21,0.0,388.35,0.71,84.62
2025,3,5,22,0.0,384.02,0.69,84.66
2025,3,5,23,0.0,383.67,0.93,84.64
2025,3,6,0,0.0,384.12,1.4,84.57
2025,3,6,1,0.0,364.88,2.2,84.5
2025,3,6,2,0.0,371.1,2.95,84.45
2025,3,6,3,0.0,374.8,4.07,84.45
2025,3,6,4,0.0,372.62,6.05,84.49
2025,3,6,5,0.0,372.33,8.08,84.53
2025,3,6,6,0.01,393.75,8.92,84.58
2025,3,6,7,0.09,397.65,38.06,84.65
2025,3,6,8,0.39,407.5,23.7,84.7
2025,3,6,9,0.77,411.35,15.31,84.73
2025,3,6,10,1.02,409.05,13.1,84.71
2025,3,6,11,1.21,408.55,11.36,84.67
2025,3,6,12,1.12,410.73,11.8,84.62
2025,3,6,13,0.9,404.17,13.73,84.57
2025,3,6,14,0.49,394.8,16.87,84.53
2025,3,6,15,0.28,395.67,19.72,84.52
2025,3,6,16,0.06,397.23,23.3,84.54
2025,3,6,17,0.01,392.98,26.12,84.58
2025,3,6,18,0.0,381.4,29.79,84.65
2025,3,6,19,0.0,368.67,30.55,84.72
2025,3,6,20,0.0,378.12,26.46,84.78
2025,3,6,21,0.0,377.25,23.88,84.82
2025,3,6,22,0.0,370.4,24.42,84.84
2025,3,6,23,0.0,371.1,27.31,84.82
2025,3,7,0,0.0,367.5,28.38,84.77
2025,3,7,1,0.0,352.73,25.98,84.7
2025,3,7,2,0.0,371.95,22.4,84.66
2025,3,7,3,0.0,368.5,18.56,84.65
2025,3,7,4,0.0,372.1,16.08,84.67
2025,3,7,5,0.0,377.77,16.27,84.7
2025,3,7,6,0.01,377.4,18.84,84.73
2025,3,7,7,0.1,371.15,2.26,84.77
2025,3,7,8,0.42,392.4,2.67,84.81
2025,3,7,9,0.85,398.2,3.14,84.83
2025,3,7,10,1.17,413.35,3.8,84.82
2025,3,7,11,1.64,416.48,4.34,84.77
2025,3,7,12,1.21,413.2,4.21,84.7
2025,3,7,13,1.06,409.98,3.46,84.63
2025,3,7,14,0.64,407.35,2.08,84.58
2025,3,7,15,0.39,406.4,1.06,84.56
2025,3,7,16,0.13,418.9,0.72,84.56
2025,3,7,17,0.01,415.25,0.79,84.59
2025,3,7,18,0.0,397.6,1.17,84.66
2025,3,7,19,0.0,382.48,1.85,84.73
2025,3,7,20,0.0,388.3,2.75,84.8
2025,3,7,21,0.0,379.6,2.98,84.84
2025,3,7,22,0.0,377.58,2.51,84.85
2025,3,7,23,0.0,380.05,1.76,84.82
2025,3,8,0,0.0,376.4,1.03,84.74
2025,3,8,1,0.0,359.6,0.59,84.65
2025,3,8,2,0.0,373.35,0.42,84.59
2025,3,8,3,0.0,372.25,0.37,84.57
2025,3,8,4,0.0,379.4,0.43,84.59
2025,3,8,5,0.0,374.17,0.44,84.65
2025,3,8,6,0.01,379.2,0.5,84.74
2025,3,8,7,0.11,368.8,0.94,84.82
2025,3,8,8,0.46,379.38,0.79,84.88
2025,3,8,9,0.86,385.25,0.76,84.88
2025,3,8,10,1.24,405.02,0.71,84.83
2025,3,8,11,1.52,406.77,0.74,84.72
2025,3,8,12,1.35,402.77,0.75,84.6
2025,3,8,13,1.34,409.42,0.83,84.48
2025,3,8,14,1.05,397.25,0.84,84.42
2025,3,8,15,0.56,390.38,0.95,84.4
2025,3,8,16,0.2,384.17,1.27,84.43
2025,3,8,17,0.02,381.58,1.59,84.49
2025,3,8,18,0.0,377.33,2.03,84.56
2025,3,8,19,0.0,365.7,2.44,84.64
2025,3,8,20,0.0,378.8,2.79,84.71
2025,3,8,21,0.0,371.95,3.27,84.75
2025,3,8,22,0.0,370.62,3.74,84.77
2025,3,8,23,0.0,374.02,3.8,84.75
2025,3,9,0,0.0,373.15,3.43,84.67
2025,3,9,1,0.0,354.27,3.0,84.59
2025,3,9,2,0.0,374.98,2.66,84.53
2025,3,9,3,0.0,370.77,2.46,84.52
2025,3,9,4,0.0,371.45,2.45,84.57
2025,3,9,5,0.0,372.2,2.44,84.66
2025,3,9,6,0.01,378.62,2.58,84.75
2025,3,9,7,0.12,376.1,2.19,84.8
2025,3,9,8,0.4,399.52,2.49,84.81
2025,3,9,9,0.94,405.33,2.84,84.81
2025,3,9,10,1.4,405.67,2.26,84.76
2025,3,9,11,1.8,407.6,1.43,84.69
2025,3,9,12,1.87,411.8,0.68,84.6
2025,3,9,13,1.62,396.05,0.36,84.52
2025,3,9,14,1.15,407.88,0.29,84.47
2025,3,9,15,0.59,402.7,0.3,84.46
2025,3,9,16,0.21,398.65,0.33,84.47
2025,3,9,17,0.02,394.0,0.33,84.52
2025,3,9,18,0.0,387.88,0.38,84.59
2025,3,9,19,0.0,384.48,0.4,84.66
2025,3,9,20,0.0,398.38,0.46,84.71
2025,3,9,21,0.0,392.2,0.58,84.73
2025,3,9,22,0.0,388.17,1.14,84.74
2025,3,9,23,0.0,385.12,2.3,84.71
2025,3,10,0,0.0,376.12,3.79,84.64
2025,3,10,1,0.0,365.85,4.67,84.57
2025,3,10,2,0.0,380.08,4.68,84.53
2025,3,10,3,0.0,383.6,3.69,84.51
2025,3,10,4,0.0,380.25,2.68,84.54
2025,3,10,5,0.0,379.35,2.48,84.6
2025,3,10,6,0.01,388.98,2.42,84.67
2025,3,10,7,0.11,383.67,0.36,84.73
2025,3,10,8,0.45,389.15,0.26,84.77
2025,3,10,9,0.91,400.0,0.26,84.79
2025,3,10,10,1.26,416.02,0.36,84.76
2025,3,10,11,1.61,418.85,0.46,84.67
2025,3,10,12,1.65,403.23,0.69,84.56
2025,3,10,13,1.23,400.65,0.97,84.47
2025,3,10,14,1.0,400.85,1.14,84.41
2025,3,10,15,0.52,411.67,1.31,84.41
2025,3,10,16,0.16,411.05,1.57,84.44
2025,3,10,17,0.01,399.95,1.78,84.49
2025,3,10,18,0.0,388.08,1.87,84.56
2025,3,10,19,0.0,373.05,1.9,84.61
2025,3,10,20,0.0,387.77,1.84,84.65
2025,3,10,21,0.0,385.48,1.68,84.67
2025,3,10,22,0.0,387.25,1.46,84.67
2025,3,10,23,0.0,386.15,1.11,84.63
2025,3,11,0,0.0,388.08,0.83,84.57
2025,3,11,1,0.0,374.08,0.75,84.51
2025,3,11,2,0.0,367.45,0.98,84.45
2025,3,11,3,0.0,377.2,1.35,84.44
2025,3,11,4,0.0,372.4,1.71,84.48
2025,3,11,5,0.0,370.58,2.02,84.54
2025,3,11,6,0.01,396.08,2.25,84.6
2025,3,11,7,0.11,385.6,145.97,84.67
2025,3,11,8,0.47,392.02,94.14,84.74
2025,3,11,9,0.76,402.1,46.8,84.79
2025,3,11,10,1.08,417.2,22.33,84.8
2025,3,11,11,1.31,407.23,15.35,84.76
2025,3,11,12,1.5,423.58,13.39,84.67
2025,3,11,13,1.29,392.42,13.63,84.57
2025,3,11,14,0.94,411.45,12.67,84.49
2025,3,11,15,0.6,390.3,11.54,84.46
2025,3,11,16,0.19,393.4,11.59,84.48
2025,3,11,17,0.01,396.3,11.96,84.53
2025,3,11,18,0.0,394.4,12.69,84.59
2025,3,11,19,0.0,381.7,12.72,84.65
2025,3,11,20,0.0,402.42,12.8,84.71
2025,3,11,21,0.0,397.17,12.35,84.75
2025,3,11,22,0.0,399.85,11.44,84.77
2025,3,11,23,0.0,393.88,12.94,84.76
2025,3,12,0,0.0,391.02,17.63,84.71
2025,3,12,1,0.0,376.48,23.23,84.66
2025,3,12,2,0.0,380.83,28.36,84.62
2025,3,12,3,0.0,377.62,33.76,84.62
2025,3,12,4,0.0,375.0,38.0,84.65
2025,3,12,5,0.0,368.42,41.47,84.72
2025,3,12,6,0.0,382.17,43.4,84.79
2025,3,12,7,0.11,369.65,6.35,84.84
2025,3,12,8,0.43,382.35,5.38,84.88
2025,3,12,9,0.98,382.75,3.76,84.88
2025,3,12,10,1.32,387.95,2.36,84.84
2025,3,12,11,1.65,396.15,1.66,84.76
2025,3,12,12,1.67,391.7,1.57,84.65
2025,3,12,13,1.37,383.65,1.89,84.55
2025,3,12,14,0.98,393.02,2.31,84.49
2025,3,12,15,0.61,388.8,3.12,84.47
2025,3,12,16,0.19,390.58,4.29,84.48
2025,3,12,17,0.01,388.73,6.19,84.52
2025,3,12,18,0.0,384.08,9.14,84.58
2025,3,12,19,0.0,380.88,10.78,84.64
2025,3,12,20,0.0,391.9,9.78,84.69
2025,3,12,21,0.0,389.38,8.18,84.71
2025,3,12,22,0.0,387.62,7.28,84.7
2025,3,12,23,0.0,387.95,6.19,84.72
2025,3,13,0,0.0,384.67,4.54,84.66
2025,3,13,1,0.0,371.55,3.28,84.6
2025,3,13,2,0.0,389.7,2.77,84.58
2025,3,13,3,0.0,390.0,2.68,84.6
2025,3,13,4,0.0,389.1,2.77,84.65
2025,3,13,5,0.0,392.12,2.78,84.71
2025,3,13,6,0.01,384.38,2.52,84.78
2025,3,13,7,0.11,379.4,1.41,84.84
2025,3,13,8,0.4,401.73,1.63,84.88
2025,3,13,9,0.73,402.67,2.26,84.87
2025,3,13,10,1.13,402.55,2.82,84.8
2025,3,13,11,1.18,400.1,4.06,84.71
2025,3,13,12,1.37,404.17,5.51,84.62
2025,3,13,13,1.26,394.85,7.48,84.52
2025,3,13,14,0.99,402.6,9.68,84.46
2025,3,13,15,0.56,396.42,11.19,84.43
2025,3,13,16,0.18,391.9,11.46,84.43
2025,3,13,17,0.01,389.38,12.39,84.48
2025,3,13,18,0.0,383.67,11.23,84.56
2025,3,13,19,0.0,369.55,7.39,84.65
2025,3,13,20,0.0,376.23,4.88,84.68
2025,3,13,21,0.0,375.8,4.11,84.68
2025,3,13,22,0.0,374.23,3.79,84.67
2025,3,13,23,0.0,373.77,3.79,84.64
2025,3,14,0,0.0,377.1,5.15,84.58
2025,3,14,1,0.0,361.95,6.95,84.52
2025,3,14,2,0.0,387.25,8.37,84.49
2025,3,14,3,0.0,380.6,9.81,84.49
2025,3,14,4,0.0,375.35,10.43,84.5
2025,3,14,5,0.0,375.77,9.9,84.56
2025,3,14,6,0.0,380.33,9.01,84.62
2025,3,14,7,0.09,375.52,2.27,84.66
2025,3,14,8,0.32,387.88,1.51,84.68
2025,3,14,9,0.59,396.7,0.98,84.69
2025,3,14,10,1.0,402.12,0.52,84.65
2025,3,14,11,1.14,406.1,0.27,84.58
2025,3,14,12,1.12,416.83,0.24,84.48
2025,3,14,13,1.16,393.15,0.31,84.4
2025,3,14,14,0.74,413.17,0.43,84.35
2025,3,14,15,0.38,409.52,0.67,84.35
2025,3,14,16,0.12,401.5,0.91,84.38
2025,3,14,17,0.01,398.75,1.11,84.43
2025,3,14,18,0.0,379.08,1.22,84.47
2025,3,14,19,0.0,372.58,1.09,84.51
2025,3,14,20,0.0,383.42,0.97,84.55
2025,3,14,21,0.0,383.75,1.62,84.56
2025,3,14,22,0.0,383.58,3.6,84.57
2025,3,14,23,0.0,387.5,6.36,84.57
2025,3,15,0,0.0,388.9,8.6,84.53
2025,3,15,1,0.0,378.15,8.5,84.45
2025,3,15,2,0.0,386.27,6.57,84.41
2025,3,15,3,0.0,383.67,5.52,84.4
2025,3,15,4,0.0,382.73,4.88,84.42
2025,3,15,5,0.0,387.35,4.36,84.46
2025,3,15,6,0.01,395.1,3.96,84.53
2025,3,15,7,0.09,394.58,13.14,84.59
2025,3,15,8,0.37,404.3,11.03,84.66
2025,3,15,9,0.77,410.75,8.06,84.69
2025,3,15,10,1.12,415.35,6.02,84.68
2025,3,15,11,1.5,416.08,5.9,84.62
2025,3,15,12,1.42,416.75,4.83,84.53
2025,3,15,13,1.3,406.58,3.58,84.43
2025,3,15,14,0.96,408.92,3.15,84.36
2025,3,15,15,0.58,401.08,3.4,84.34
2025,3,15,16,0.19,401.75,3.73,84.35
2025,3,15,17,0.01,401.62,3.64,84.39
2025,3,15,18,0.0,391.65,3.4,84.44
2025,3,15,19,0.0,382.15,3.21,84.5
2025,3,15,20,0.0,393.42,3.64,84.55
2025,3,15,21,0.0,379.77,5.1,84.59
2025,3,15,22,0.0,382.08,6.39,84.66
2025,3,15,23,0.0,383.15,6.69,84.69
2025,3,16,0,0.0,375.48,8.52,84.62
2025,3,16,1,0.0,364.92,11.76,84.56
2025,3,16,2,0.0,374.48,13.44,84.57
2025,3,16,3,0.0,377.95,11.62,84.58
2025,3,16,4,0.0,373.95,7.06,84.61
2025,3,16,5,0.0,375.83,3.77,84.67
2025,3,16,6,0.01,371.12,2.63,84.74
2025,3,16,7,0.15,357.0,12.96,84.82
2025,3,16,8,0.61,370.52,23.62,84.86
2025,3,16,9,0.98,389.9,51.58,84.88
2025,3,16,10,1.35,398.15,80.44,84.86
2025,3,16,11,1.61,409.3,89.24,84.79
2025,3,16,12,1.5,414.92,66.93,84.71
2025,3,16,13,1.21,399.5,34.36,84.63
2025,3,16,14,0.93,416.48,19.03,84.57
2025,3,16,15,0.54,412.35,15.64,84.56
2025,3,16,16,0.17,419.5,15.33,84.58
2025,3,16,17,0.01,406.7,15.73,84.62
2025,3,16,18,0.0,388.15,16.19,84.67
2025,3,16,19,0.0,377.27,14.77,84.72
2025,3,16,20,0.0,380.08,10.52,84.77
2025,3,16,21,0.0,379.75,6.02,84.81
2025,3,16,22,0.0,377.12,7.11,84.83
2025,3,16,23,0.0,375.65,11.76,84.81
2025,3,17,0,0.0,376.25,16.31,84.75
2025,3,17,1,0.0,367.05,9.26,84.69
2025,3,17,2,0.0,376.95,10.54,84.64
2025,3,17,3,0.0,378.92,11.68,84.62
2025,3,17,4,0.0,375.98,12.61,84.63
2025,3,17,5,0.0,372.88,14.24,84.69
2025,3,17,6,0.01,400.1,15.22,84.76
2025,3,17,7,0.12,393.75,14.05,84.83
2025,3,17,8,0.42,403.25,10.79,84.87
2025,3,17,9,0.61,406.95,8.67,84.88
2025,3,17,10,0.99,410.48,7.68,84.85
2025,3,17,11,1.25,407.7,7.51,84.78
2025,3,17,12,1.53,407.3,7.93,84.69
2025,3,17,13,0.36,396.5,9.36,84.61
2025,3,17,14,0.38,397.95,11.8,84.56
2025,3,17,15,0.39,396.6,16.71,84.55
2025,3,17,16,0.16,408.9,25.64,84.56
2025,3,17,17,0.01,397.35,41.33,84.58
2025,3,17,18,0.0,387.3,63.4,84.62
2025,3,17,19,0.0,378.95,81.82,84.67
2025,3,17,20,0.0,381.08,83.32,84.73
2025,3,17,21,0.0,376.1,64.21,84.8
2025,3,17,22,0.0,383.17,40.48,84.82
2025,3,17,23,0.0,377.33,23.6,84.78
2025,3,18,0,0.0,378.48,15.57,84.7
2025,3,18,1,0.0,357.77,14.65,84.63
2025,3,18,2,0.0,377.95,16.7,84.61
2025,3,18,3,0.0,380.38,19.18,84.59
2025,3,18,4,0.0,372.42,16.86,84.6
2025,3,18,5,0.0,366.25,12.57,84.63
2025,3,18,6,0.01,373.4,11.5,84.71
2025,3,18,7,0.13,371.62,11.92,84.81
2025,3,18,8,0.49,386.83,12.47,84.9
2025,3,18,9,1.02,393.77,15.65,84.93
2025,3,18,10,1.61,405.3,21.63,84.88
2025,3,18,11,1.72,411.12,29.32,84.77
2025,3,18,12,1.54,406.73,31.52,84.66
2025,3,18,13,1.44,389.33,27.64,84.56
2025,3,18,14,1.04,400.4,21.3,84.5
2025,3,18,15,0.52,400.23,15.51,84.49
2025,3,18,16,0.19,413.5,12.26,84.5
2025,3,18,17,0.01,412.98,9.66,84.55
2025,3,18,18,0.0,387.7,6.92,84.62
2025,3,18,19,0.0,372.77,6.97,84.67
2025,3,18,20,0.0,378.08,9.58,84.7
2025,3,18,21,0.0,381.08,9.9,84.73
2025,3,18,22,0.0,381.7,7.17,84.74
2025,3,18,23,0.0,381.35,4.43,84.71
2025,3,19,0,0.0,381.4,2.38,84.65
2025,3,19,1,0.0,358.08,1.3,84.59
2025,3,19,2,0.0,376.67,0.77,84.57
2025,3,19,3,0.0,380.55,0.36,84.56
2025,3,19,4,0.0,375.83,0.22,84.55
2025,3,19,5,0.0,375.23,0.26,84.56
2025,3,19,6,0.01,371.05,0.45,84.59
2025,3,19,7,0.17,360.92,0.67,84.62
2025,3,19,8,0.58,373.12,1.32,84.66
2025,3,19,9,1.0,399.02,2.59,84.67
2025,3,19,10,1.22,419.7,2.64,84.64
2025,3,19,11,1.44,423.83,2.92,84.56
2025,3,19,12,1.48,422.67,3.7,84.45
2025,3,19,13,1.22,415.4,4.55,84.36
2025,3,19,14,0.84,416.98,5.17,84.31
2025,3,19,15,0.42,423.55,6.49,84.3
2025,3,19,16,0.12,422.5,8.02,84.33
2025,3,19,17,0.01,412.1,10.46,84.4
2025,3,19,18,0.0,394.42,14.85,84.47
2025,3,19,19,0.0,380.4,20.37,84.53
2025,3,19,20,0.0,389.33,26.3,84.58
2025,3,19,21,0.0,387.05,33.1,84.62
2025,3,19,22,0.0,387.77,41.18,84.63
2025,3,19,23,0.0,391.23,40.08,84.6
2025,3,20,0,0.0,388.12,25.81,84.54
2025,3,20,1,0.0,372.75,2.37,84.49
2025,3,20,2,0.0,388.42,1.3,84.47
2025,3,20,3,0.0,385.85,1.13,84.47
2025,3,20,4,0.0,383.55,0.91,84.49
2025,3,20,5,0.0,381.25,0.61,84.53
2025,3,20,6,0.01,387.7,0.5,84.59
2025,3,20,7,0.12,381.33,7.39,84.65
2025,3,20,8,0.43,395.77,8.18,84.67
2025,3,20,9,0.84,402.83,9.6,84.66
2025,3,20,10,1.22,408.5,7.89,84.64
2025,3,20,11,1.62,414.23,6.31,84.61
2025,3,20,12,1.54,420.88,5.49,84.54
2025,3,20,13,1.48,410.77,6.06,84.46
2025,3,20,14,0.93,423.17,7.04,84.39
